,Product Name,Product Price,Product Rating,Product Review,Product URL
250,ADISA 32 Ltrs Water Resistant Casual Travel Bagpack/College Backpack/School Office Bag for Men and Women,499,4.0,"3,747",https://www.amazon.in/ADISA-BP010-Weight-Casual-Backpack/dp/B07MXL986B
251,"Baby Bag, School Bag for Kids Girl, Soft Bag, Cartoon Backpack(Konggi Rabbit)",201,2.8,5,https://www.amazon.in/School-Cartoon-Backpack-Konggi-Rabbit/dp/B09241N9KD
252,Aristocrat Spark 53cm Polyester Small Red Duffle Bag,969,4.3,59,https://www.amazon.in/Aristocrat-Spark-Polyester-Small-Duffle/dp/B0B6CF261N
253,"Worldstar Waist Bag for Men & Women, Slim Fanny Pack Casual Sling Shoulder Chest Pack with Adjustable Strap for Walking, Cycling, Running, Hiking Hold Phones, Keys, Cards (Combo Rock Black & Blue)",499,5.0,1,https://www.amazon.in/Worldstar-Shoulder-Adjustable-Walking-Cycling/dp/B09QL3DM7H
254,"Antin Rose Gold Metallic Faux Leather Shoulder Bags Wear as Tote Bag, Handbag, Sling Bag with contrast double handle and detachable shoulder strap. (ACPL-5021_RG)","1,000",4.4,51,https://www.amazon.in/Antin-Metallic-Shoulder-contrast-detachable/dp/B09MRWPZGW
255,"Funtoos Stylish, Fashionable & Simple Bag For Ladies/Girls/Women School,College,Traveling Bag Casual Backpack, Waterproof Backpack (10 L) (, 12 inch) Waterproof School Bag (PINK)",399,3.3,70,https://www.amazon.in/Stylish-Fashionable-Traveling-Backpack-Waterproof/dp/B09CM9HJ9F
256,AmazonBasics 21 ltrs (29 Cms)Casual Backpack-21 L(CLB-6_black),839,4.2,384,https://www.amazon.in/Amazon-Basics-Casual-Laptop-Backpack/dp/B09W4X977X
257,"AQVA Canvas Tote Bag for Women, Shoulder Bag with Inner Zip Pocket, Printed Handbag for Shopping, Travel, Work, Beach",799,4.4,545,https://www.amazon.in/AQVA-Stripe-Canvas-Shoulder-Shopping/dp/B08Y13LD57
258,Black Mirror Polyester Messenger Bag,699,4.0,"1,328",https://www.amazon.in/Black-Mirror-Laptop-Messenger-EXLP-001/dp/B07DHB91H7
259,Vector X Polyester Blitz Gym Bag (Grey-Orange),299,3.5,5,https://www.amazon.in/Vector-Polyester-Blitz-Gym-Grey-Orange/dp/B091MYFBBR
260,Lino Perros Backpack,"1,469",4.4,173,https://www.amazon.in/Lino-Perros-Women-Colored-Backpack/dp/B084TPL24S
261,Wildcraft Verge 35 litres Travel Bag Pack (Camo),"1,838",4.4,38,https://www.amazon.in/Wildcraft-Verge-litres-Travel-Pack/dp/B07YFQZ66T
262,HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (All) (Navy Blue & Sky Blue),"1,499",4.3,"7,641",https://www.amazon.in/HEROZ-Backpack-Resistant-Durable-Notebook/dp/B08BYQZYYC
263,"uppercase Laptop Backpack 1600EBP Compact 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls , 750 Days warranty",950,4.2,154,https://www.amazon.in/uppercase-Backpack-1600EBP1-resistant-sustainable/dp/B0B68ZS5G1
264,COSMUS RITZY Unisex Multipurpose Sling Bag With Multiple Pocket & Paded Section For Tablet,699,4.1,97,https://www.amazon.in/COSMUS-Unisex-Multipurpose-Multiple-Section/dp/B08RSJ5T8Z
